,MW,GS,GC,Points,FormPts,Team_Arsenal,Team_Aston Villa,Team_Brighton,Team_Burnley,Team_Chelsea,Team_Crystal Palace,Team_Everton,Team_Leeds,Team_Leicester,Team_Liverpool,Team_Man City,Team_Man United,Team_Newcastle,Team_Norwich,Team_Southampton,Team_Tottenham,Team_Watford,Team_West Ham,Team_Wolves
465,2.0,1,0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466,4.0,3,0,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467,6.0,3,6,1.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
468,8.0,6,10,1.7142857142857142,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469,9.0,9,12,1.875,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
470,11.0,9,16,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
471,16.0,18,19,1.7333333333333334,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,20.0,26,22,1.894736842105263,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
473,21.0,26,24,1.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
474,23.0,28,29,1.6363636363636365,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,26.0,70,64,3.36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
476,27.0,40,32,1.7307692307692308,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,29.0,44,35,1.7142857142857142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
478,1.0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,2.0,3,2,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
480,3.0,3,4,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
481,5.0,3,7,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
482,7.0,7,9,1.1666666666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
483,9.0,7,15,0.875,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,11.0,12,18,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
485,13.0,16,20,1.0833333333333333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
486,15.0,19,26,0.9285714285714286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
487,17.0,21,31,0.8125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,22.0,23,40,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,26.0,25,47,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
490,27.0,25,47,0.7307692307692307,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,28.0,27,50,0.7037037037037037,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
492,29.0,27,54,0.6785714285714286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
493,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494,4.0,10,5,2.3333333333333335,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,6.0,11,7,1.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496,8.0,14,10,1.5714285714285714,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,10.0,16,10,1.8888888888888888,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,12.0,23,13,2.090909090909091,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
499,13.0,23,14,1.9166666666666667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,16.0,28,19,1.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
501,17.0,28,19,1.75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502,20.0,34,25,1.631578947368421,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
503,21.0,37,27,1.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
504,23.0,41,30,1.6818181818181819,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,25.0,42,31,1.6666666666666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
506,28.0,46,34,1.6666666666666667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
507,30.0,48,36,1.6551724137931034,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
508,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,4.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,6.0,2,5,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511,8.0,5,6,1.2857142857142858,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
512,9.0,8,8,1.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,11.0,11,10,1.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,13.0,12,12,1.5833333333333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,16.0,12,13,1.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
516,17.0,12,14,1.3125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,21.0,17,15,1.55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,23.0,19,17,1.5454545454545454,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,25.0,23,18,1.6666666666666667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520,26.0,24,20,1.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,27.0,24,21,1.5384615384615385,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,29.0,28,23,1.5357142857142858,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
